sample_name,replicate,serial_number,extract_number,seqid_16s_xxx,seqid_18s_xxx,seqid_12s_xxx,project_id,project_title,project_description,project_proposal,notes,collection_date_only,collection_time_local_only,cruise,station,region,degrees_latitude,degrees_longitude,depth_meters,depth_category,ctd_bottle_no,volume_filtered_ml,sample_collection_device,sample_collection_method,sample_material_processing,size_fraction,env_material,sample_type,temperature_celsius,ph,salinity,pressure,temp_station,temp_depth,ctdoxy,oxygen_umol_kg,phosphate_umol_kg,silicate_umol_kg,nitrate_umol_kg,nitrite_umol_kg,nitrate_nitrite_umol_kg,nh4_umol_kg,dic_umol_kg,pco2_mea_uatm,ph_tot_mea,carbonate_umol_kg,dna_sample_number,plate,plate_name,well_number,well_position,station_depth,ship_crs_expocode,woce_sect,date,utc_time,lat_lon,submitted_to_insdc,investigation_type,samp_mat_process,target_gene,additional_notes,notes_on_bottle_metadata
GOMECC4_PENSACOLA_Sta31_Surface_C,C,GOMECC4_101,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/23/2021,12:06-04:00,,Sta31,PENSACOLA,30.111,86.8,3,Surface,11,1880,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.824,8.08244,32.105,3,27.824_31,27.824_3,4.425,197.911,0.04499,2.43942,0.05184,0.08314,0,0.40494,1921.17,285.92,8.08244,202.654,101,Plate3,GOMECC2021_Plate3,68,D9,31_3,WBTSRHB,RB2103,2021-09-23,16:16+00:00,30.111_86.8,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta79_DCM_C,C,GOMECC4_245,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,post survey,10/6/2021,24:30-04:00,,Sta79,TAMPICO,22.274,97.361,74,DCM,9,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.942,8.02006,36.253,75,22.9419999999999_79,22.9419999999999_74,4.5262,216.971,0.05753,1.53284,0.20087,0.15991,0.36078,0.21842,2104.33,355.31,8.02006,210.5,245,Plate3,GOMECC2021_Plate3,69,E9,79_74,WBTSRHB,RB2103,2021-10-06,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PANAMACITY_Sta28_DCM_A,A,GOMECC4_087,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/21/2021,14:30-04:00,,Sta28,PANAMACITY,28,86.62,43,DCM,21,1700,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.184,8.05983,35.784,44,28.184_28,28.184_43,4.2816,195.065,0.04586,1.59935,0.26054,0.09563,0.35617,0.20199,2061.18,316.47,8.05983,219.348,87,Plate3,GOMECC2021_Plate3,70,F9,28_43,WBTSRHB,RB2103,2021-09-21,19:11+00:00,28_86.62,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta76_DCM_A,A,GOMECC4_234,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/5/2021,19:40-04:00,,Sta76,TAMPICO,22.274,97.639,25,DCM,8,1880,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.294,8.09191,35.929,25,29.294_76,29.294_25,4.3507,195.905,0.03999,3.43645,0,0.00878,0.0078,0.18533,2060.58,290.75,8.09191,238.151,234,Plate3,GOMECC2021_Plate3,71,G9,76_25,WBTSRHB,RB2103,2021-10-05,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Bag leaked.,Bottle 6.
GOMECC4_TAMPICO_Sta79_Deep_C,C,GOMECC4_242,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/6/2021,24:30-04:00,,Sta79,TAMPICO,22.274,97.361,238,Deep,2,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,14.466,7.73322,35.886,240,14.466_79,14.466_238,2.4484,110.279,1.13629,8.28079,19.156,0.05072,19.2067,0.29553,2198.8,746.15,7.73322,119.858,242,Plate3,GOMECC2021_Plate3,72,H9,79_238,WBTSRHB,RB2103,2021-10-06,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PENSACOLA_Sta31_Surface_A,A,GOMECC4_099,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/23/2021,12:06-04:00,,Sta31,PENSACOLA,30.111,86.8,3,Surface,11,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.824,8.08244,32.105,3,27.824_31,27.824_3,4.425,197.911,0.04499,2.43942,0.05184,0.08314,0,0.40494,1921.17,285.92,8.08244,202.654,99,Plate3,GOMECC2021_Plate3,73,A10,31_3,WBTSRHB,RB2103,2021-09-23,16:16+00:00,30.111_86.8,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 9.
GOMECC4_TAMPICO_Sta76_Deep_A,A,GOMECC4_231,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/5/2021,19:40-04:00,,Sta76,TAMPICO,22.274,97.639,33,Deep,5,1820,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.636,8.06496,36.219,34,28.636_76,28.636_33,4.2494,194.589,0.08387,4.03645,0.02926,0.10045,0.1297,0.29549,2074.64,306.785,8.06496,226.745,231,Plate3,GOMECC2021_Plate3,74,B10,76_33,WBTSRHB,RB2103,2021-10-05,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Deep filters clogged.,Bottle 3.
GOMECC4_TAMPICO_Sta76_Deep_C,C,GOMECC4_233,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/5/2021,19:40-04:00,,Sta76,TAMPICO,22.274,97.639,33,Deep,5,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.636,8.06496,36.219,34,28.636_76,28.636_33,4.2494,194.589,0.08387,4.03645,0.02926,0.10045,0.1297,0.29549,2074.64,306.785,8.06496,226.745,233,Plate3,GOMECC2021_Plate3,75,C10,76_33,WBTSRHB,RB2103,2021-10-05,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta71_DCM_C,C,GOMECC4_227,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/3/2021,18:40-04:00,,Sta71,BROWNSVILLE,26.058,94.197,79,DCM,19,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,25.066,8.00441,36.708,80,25.066_71,25.066_79,3.9736,178.133,0.06434,1.32586,0.79259,0.10041,0.89301,0.77602,2113.29,366.92,8.00441,204.865,227,Plate3,GOMECC2021_Plate3,76,D10,71_79,WBTSRHB,RB2103,2021-10-03,23:44+00:00,26.058_94.197,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_PENSACOLA_Sta31_Surface_B,B,GOMECC4_100,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/23/2021,12:06-04:00,,Sta31,PENSACOLA,30.111,86.8,3,Surface,11,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,27.824,8.08244,32.105,3,27.824_31,27.824_3,4.425,197.911,0.04499,2.43942,0.05184,0.08314,0,0.40494,1921.17,285.92,8.08244,202.654,100,Plate3,GOMECC2021_Plate3,77,E10,31_3,WBTSRHB,RB2103,2021-09-23,16:16+00:00,30.111_86.8,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta76_DCM_B,B,GOMECC4_235,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/5/2021,19:40-04:00,,Sta76,TAMPICO,22.274,97.639,25,DCM,8,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.294,8.09191,35.929,25,29.294_76,29.294_25,4.3507,195.905,0.03999,3.43645,0,0.00878,0.0078,0.18533,2060.58,290.75,8.09191,238.151,235,Plate3,GOMECC2021_Plate3,78,F10,76_25,WBTSRHB,RB2103,2021-10-05,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta76_DCM_C,C,GOMECC4_236,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/5/2021,19:40-04:00,,Sta76,TAMPICO,22.274,97.639,25,DCM,8,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.294,8.09191,35.929,25,29.294_76,29.294_25,4.3507,195.905,0.03999,3.43645,0,0.00878,0.0078,0.18533,2060.58,290.75,8.09191,238.151,236,Plate3,GOMECC2021_Plate3,79,G10,76_25,WBTSRHB,RB2103,2021-10-05,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta71_Deep_B,B,GOMECC4_223,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,PM cast,10/3/2021,18:40-04:00,,Sta71,BROWNSVILLE,26.058,94.197,2993,Deep,1,1940,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.363,7.7078,34.976,3034,4.363_71,4.363_2993,4.6829,217.366,1.45838,24.6303,21.6365,0.01367,21.6501,0.45098,2194.47,796.87,7.7078,109.282,223,Plate3,GOMECC2021_Plate3,80,H10,71_2993,WBTSRHB,RB2103,2021-10-03,23:44+00:00,26.058_94.197,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta79_Deep_B,B,GOMECC4_241,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/6/2021,24:30-04:00,,Sta79,TAMPICO,22.274,97.361,238,Deep,2,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,14.466,7.73322,35.886,240,14.466_79,14.466_238,2.4484,110.279,1.13629,8.28079,19.156,0.05072,19.2067,0.29553,2198.8,746.15,7.73322,119.858,241,Plate3,GOMECC2021_Plate3,81,A11,79_238,WBTSRHB,RB2103,2021-10-06,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta76_Deep_B,B,GOMECC4_232,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,10/5/2021,19:40-04:00,,Sta76,TAMPICO,22.274,97.639,33,Deep,5,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.636,8.06496,36.219,34,28.636_76,28.636_33,4.2494,194.589,0.08387,4.03645,0.02926,0.10045,0.1297,0.29549,2074.64,306.785,8.06496,226.745,232,Plate3,GOMECC2021_Plate3,82,B11,76_33,WBTSRHB,RB2103,2021-10-05,23:47+00:00,22.274_97.639,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_BROWNSVILLE_Sta71_Deep_A,A,GOMECC4_222,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/3/2021,18:40-04:00,,Sta71,BROWNSVILLE,26.058,94.197,2993,Deep,1,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.363,7.7078,34.976,3034,4.363_71,4.363_2993,4.6829,217.366,1.45838,24.6303,21.6365,0.01367,21.6501,0.45098,2194.47,796.87,7.7078,109.282,222,Plate3,GOMECC2021_Plate3,83,C11,71_2993,WBTSRHB,RB2103,2021-10-03,23:44+00:00,26.058_94.197,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Not enough water for eDNA. Combined bottles 1+2. Pick bottle 1 for CTD metadata.,
GOMECC4_TAMPICO_Sta79_DCM_A,A,GOMECC4_243,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/6/2021,24:30-04:00,,Sta79,TAMPICO,22.274,97.361,74,DCM,9,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.942,8.02006,36.253,75,22.9419999999999_79,22.9419999999999_74,4.5262,216.971,0.05753,1.53284,0.20087,0.15991,0.36078,0.21842,2104.33,355.31,8.02006,210.5,243,Plate3,GOMECC2021_Plate3,84,D11,79_74,WBTSRHB,RB2103,2021-10-06,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 8.
GOMECC4_BROWNSVILLE_Sta71_DCM_B,B,GOMECC4_226,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/3/2021,18:40-04:00,,Sta71,BROWNSVILLE,26.058,94.197,79,DCM,19,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,25.066,8.00441,36.708,80,25.066_71,25.066_79,3.9736,178.133,0.06434,1.32586,0.79259,0.10041,0.89301,0.77602,2113.29,366.92,8.00441,204.865,226,Plate3,GOMECC2021_Plate3,85,E11,71_79,WBTSRHB,RB2103,2021-10-03,23:44+00:00,26.058_94.197,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta79_DCM_B,B,GOMECC4_244,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,*Date/time shift,10/6/2021,24:30-04:00,,Sta79,TAMPICO,22.274,97.361,74,DCM,9,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,22.942,8.02006,36.253,75,22.9419999999999_79,22.9419999999999_74,4.5262,216.971,0.05753,1.53284,0.20087,0.15991,0.36078,0.21842,2104.33,355.31,8.02006,210.5,244,Plate3,GOMECC2021_Plate3,86,F11,79_74,WBTSRHB,RB2103,2021-10-06,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPICO_Sta79_Deep_A,A,GOMECC4_240,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,PM cast,10/6/2021,24:30-04:00,,Sta79,TAMPICO,22.274,97.361,238,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,14.466,7.73322,35.886,240,14.466_79,14.466_238,2.4484,110.279,1.13629,8.28079,19.156,0.05072,19.2067,0.29553,2198.8,746.15,7.73322,119.858,240,Plate3,GOMECC2021_Plate3,87,G11,79_238,WBTSRHB,RB2103,2021-10-06,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 75 m.,Bottle 1.
GOMECC4_BROWNSVILLE_Sta71_DCM_A,A,GOMECC4_225,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/3/2021,18:40-04:00,,Sta71,BROWNSVILLE,26.058,94.197,79,DCM,19,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,25.066,8.00441,36.708,80,25.066_71,25.066_79,3.9736,178.133,0.06434,1.32586,0.79259,0.10041,0.89301,0.77602,2113.29,366.92,8.00441,204.865,225,Plate3,GOMECC2021_Plate3,88,H11,71_79,WBTSRHB,RB2103,2021-10-03,23:44+00:00,26.058_94.197,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Not enough water for eDNA. Combined bottles 19+20. Pick bottle 19 for CTD metadata.,
GOMECC4_TAMPA_Sta9_Sediment_C,C,GOMECC4_032,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/17/2021,14:30-04:00,,Sta9,TAMPA,NA,NA,NA,Sediment,NA,950,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Plate3,GOMECC2021_Plate3,89,A12,NA,NA,NA,NA,NA,NA,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_TAMPA_Sta13_Surface_A,A,GOMECC4_048,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/18/2021,15:00-04:00,,Sta13,TAMPA,26.888,84.666,3,Surface,15,1940,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.97,8.09258,34.966,3,28.97_13,28.97_3,4.4017,198.1,0.02734,0.90131,0,0.00488,0,0.30955,2013.98,290.97,8.09258,229.207,48,Plate3,GOMECC2021_Plate3,90,B12,13_3,WBTSRHB,RB2103,2021-09-18,19:32+00:00,26.888_84.666,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 14 used.
GOMECC4_TAMPA_Sta9_Sediment_B,B,GOMECC4_031,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/17/2021,14:30-04:00,,Sta9,TAMPA,NA,NA,NA,Sediment,NA,700,Sediment core (aqueous layer),Sediment core (aqueous layer),Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Plate3,GOMECC2021_Plate3,91,C12,NA,NA,NA,NA,NA,NA,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Filters clogged.,
GOMECC4_MERIDA_Sta98_Surface_B,B,GOMECC4_334,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/11/2021,13:00-04:00,,Sta98,MERIDA,23.183,90.642,3,Surface,24,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.914,8.10177,36.195,3,29.914_98,29.914_3,4.3291,192.57,0.03609,1.0076,0,0.01463,0,0.24288,2045.67,288.94,8.10177,241.403,334,Plate2,GOMECC2021_Plate2,32,H4,98_3,WBTSRHB,RB2103,2021-10-11,18:08+00:00,23.183_90.642,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CAMPECHE_Sta91_Deep_B,B,GOMECC4_295,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/9/2021,22:18-04:00,,Sta91,CAMPECHE,21.733,92.318,106,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,19.226,7.84325,36.457,107,19.226_91,19.226_106,2.4891,118.108,0.55985,4.73241,10.7347,0.08681,10.8215,0.19312,2183.15,569.57,7.84325,151.191,295,Plate2,GOMECC2021_Plate2,33,A5,91_106,WBTSRHB,RB2103,2021-10-10,2:29+00:00,21.733_92.318,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
GOMECC4_CAMPECHE_Sta93_Surface_C,C,GOMECC4_308,,,,,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/10/2021,11:19-04:00,,Sta93,CAMPECHE,21.167,90.768,3,Surface,6,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.389,8.03965,36.609,3,29.389_93,29.389_3,4.281,192.78,0.04974,2.45664,0,0.01658,0.00975,0.24576,2078.28,334.49,8.03965,209.601,308,Plate2,GOMECC2021_Plate2,34,B5,93_3,WBTSRHB,RB2103,2021-10-10,15:28+00:00,21.167_90.768,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,
